id,bone_length,rotting_flesh,hair_length,has_soul,type,red,green,blue,alpha
621,0.588413364980418,0.656242443668295,0.835500631549969,0.636101230182823,2,255,255,255,  0
264,0.532590108424695,0.375697548491249,0.553827479570762,0.6794031601977,2,255,255,255,  0
849,0.440132511824718,0.391157060829443,0.57198307632316,0.431373254848531,3,255,255,255,  0
301,0.444009259562678,0.416513187840329,0.718761672743789,0.508056548245299,2,255,255,255,  0
404,0.403994556160905,0.682687412876255,0.372529062910916,0.499520431057737,1,255,255,255,  0
557,0.339569098440343,0.44148995826125,0.448989193397961,0.756766360665574,3,255,255,255,  0
204,0.350838081677592,0.454636954496815,0.783000891298478,0.674478604339217,2,255,255,255,  0
205,0.378811034511508,0.347287498974996,0.664434277417074,0.504178837494413,3,255,255,255,  0
802,0.377756083204478,0.593537236046221,0.595628689954368,0.532594228198294,3,255,255,255,  0
343,0.424492769834517,0.273025586846547,0.393656933588685,0.363907334270061,3,255,255,255,  0
215,0.580302520417546,0.179727083168268,0.515926683649025,0.623419056459469,3,255,255,255,  0
261,0.49673397738509,0.532486485040115,0.709708349623294,0.649007264877226,2,255,255,255,  0
323,0.324769338094815,0.277109934786652,0.800645507338002,0.35968168458703,3,255,255,255,  0
661,0.491709701562399,0.46362939036782,0.559444392460796,0.435188285880349,3,255,255,255,  0
858,0.440431731553213,0.309497818246845,0.20305693473508,0.194104995083381,1,255,255,255,  0
487,0.730848125900856,0.536455780182929,0.408065586146574,0.787512789414912,2,255,255,255,  0
579,0.334552095640925,0.500769296558434,0.682656316985119,0.627085848298583,2,255,255,255,  0
682,0.476466077729143,0.534581196400803,0.342815920723563,0.526784785628353,3,255,255,255,  0
586,0.499609645606079,0.436474778784614,0.591752016923535,0.659621830780024,2,255,255,255,  0
841,0.203073430114265,0.165538947301498,0.299506957931381,0.4258022263267,1,255,255,255,  0
340,0.303390508967185,0.476217080779464,0.597166809659954,0.292292888616969,1,255,255,255,  0
663,0.423953236847586,0.614568851070072,0.584209778754942,0.655329852114604,3,255,255,255,  0
307,0.66718162095925,0.414139798850186,0.518710331780011,0.456213303258399,2,255,255,255,  0
614,0.427217544842111,0.545423304879182,0.6396500067877,0.604800971112426,3,255,255,255,  0
321,0.584176667331637,0.445350201929733,0.71432347325715,0.650263830879671,2,255,255,255,  0
283,0.295575435134791,0.433779488781935,0.462628583893255,0.0364572223789816,1,255,255,255,  0
840,0.502599084406136,0.604174294746608,0.617954672131419,0.593544860268382,2,255,255,255,  0
867,0.501021879112755,0.584846607983454,0.656230241966367,0.469885737008644,2,255,255,255,  0
590,0.367798958829808,0.637446287652812,0.41635373705787,0.41592985614676,1,255,255,255,  0
736,0.337804318574941,0.378092549771805,0.694287038730347,0.543536267314956,3,255,255,255,  0
873,0.377449481709119,0.46615781997335,0.497351384910046,0.393304547817432,3,255,255,255,  0
754,0.34258460045178,0.261752453992259,0.582864695208085,0.510331321143665,3,255,255,255,  0
864,0.46778502485225,0.420135407229834,0.631893714846182,0.386508747027077,2,255,255,255,  0
585,0.304518592596716,0.301328905848567,0.545880286953534,0.313644521728874,3,255,255,255,  0
801,0.168644469580262,0.313009470095235,0.443639021844822,0.539799547425459,1,255,255,255,  0
336,0.598166118095854,0.593741227835388,0.357188406292672,0.260160479677137,1,  0,255,  0,255
889,0.331936087453047,0.564835779365916,0.539215525389552,0.551470508005385,1,  0,255,  0,255
677,0.246414757779382,0.409595896483842,0.538642479209937,0.0848288394774421,1,  0,255,  0,255
7,0.405679744891883,0.253277496666039,0.441419671072687,0.28032381992139,3,  0,255,  0,255
584,0.654488264795507,0.439392397644444,0.6211210491244,0.740198654708979,2,  0,255,  0,255
732,0.534000661993925,0.595991807427671,0.850140467340883,0.794247294317996,2,  0,255,  0,255
305,0.434997749452096,0.412612608303173,0.753331260621733,0.612576993548375,2,  0,255,  0,255
34,0.52408038023974,0.750988138270072,0.524637024172726,0.443358343115412,1,  0,255,  0,255
91,0.287193186417982,0.530852463292264,0.466724945486993,0.299992706098127,3,  0,255,  0,255
739,0.444005602311103,0.424188993953626,0.549613206172792,0.44751719348037,3,  0,255,  0,255
130,0.208625173739271,0.519235144844937,0.619558747173343,0.292131020461324,3,  0,255,  0,255
448,0.510704176242063,0.602932067890738,0.539945305716583,0.766310798218645,2,  0,255,  0,255
855,0.434891127768497,0.667159779280931,0.798617608436919,0.460060600647953,2,  0,255,  0,255
518,0.439063286019049,0.490514860328703,0.654721409523916,0.405319356737735,3,  0,255,  0,255
399,0.817001432720799,0.400807958671512,0.437046724780659,0.648230173246933,2,  0,255,  0,255
851,0.445547117751388,0.241139371983154,0.558614177928562,0.399301712737432,3,  0,255,  0,255
299,0.411353231876366,0.492621249721525,0.437745322382653,0.276163122650066,1,  0,255,  0,255
845,0.49613968088209,0.377487567177927,0.647237555139917,0.465688867886719,2,  0,255,  0,255
227,0.318316195910614,0.661752000706866,0.47646865712531,0.233135577736628,1,  0,255,  0,255
556,0.431185025858597,0.221793443545452,0.491535267504464,0.299511062351654,2,  0,255,  0,255
678,0.184382677424188,0.47893680613019,0.374396334192822,0.52172960047015,1,  0,255,  0,255
72,0.52372856194719,0.318482781195932,0.330145639658774,0.427402087272648,3,  0,255,  0,255
300,0.387729992620958,0.659534500146473,0.356107848183899,0.550967847785649,3,  0,255,  0,255
70,0.465093947811331,0.439323248621893,0.24933710563099,0.197381790036612,1,  0,255,  0,255
5,0.56611660205779,0.875861795506256,0.41859367087488,0.636437818727937,1,  0,255,  0,255
509,0.328344326622283,0.679934378140166,0.353276682972478,0.179437541754318,1,  0,255,  0,255
1,0.575559905025466,0.425868432210585,0.531401378709141,0.439898877037289,3,  0,255,  0,255
265,0.317938293152663,0.652679852191937,0.390056746333754,0.29363166479644,1,  0,255,  0,255
56,0.49243810322736,0.623197268545686,0.604879120054726,0.376141524152487,3,  0,255,  0,255
293,0.505375253879959,0.327578066116767,0.650430525489499,0.528015336360393,3,  0,255,  0,255
476,0.248854451192141,0.554871759549873,0.506319610394718,0.0894021549771662,1,  0,255,  0,255
165,0.510242170769772,0.403365068015903,0.690410496193383,0.47952527250474,2,  0,255,  0,255
185,0.516813802097165,0.463707575384406,0.321866650975929,0.00940161587866194,1,  0,255,  0,255
111,0.627652366168972,0.840049257185007,0.414816063227811,0.488617208077098,3,  0,255,  0,255
218,0.365436707289639,0.513115391111333,0.468037449805406,0.546090073907654,3,  0,255,  0,255
565,0.627734366392008,0.652066563715668,0.655643827388898,0.459123318257415,2,  0,255,  0,255
387,0.306695276031629,0.543904875711036,0.253028974304606,0.385886526396036,1,  0,255,  0,255
523,0.40361871361416,0.559010883540328,0.589783896486139,0.429465965492086,3,  0,255,  0,255
501,0.296604521582498,0.352156866821918,0.90181023619074,0.541123474054494,2,  0,255,  0,255
688,0.761355411294741,0.331479950981485,0.861060092523015,0.735896895339438,2,  0,255,  0,255
107,0.495467055991287,0.551877350205989,0.809329841977789,0.907712134740533,2,  0,255,  0,255
419,0.327031355299676,0.608480804765302,0.310468623932965,0.356698971658925,1,  0,255,  0,255
462,0.208884951007868,0.399537469172775,0.421703562983313,0.216800294909902,1,  0,  0,  0,255
142,0.609634260228195,0.646036960056104,0.243755281232278,0.348239946931002,1,  0,  0,  0,255
429,0.45321350307858,0.475223452183637,0.558776400235177,0.23052293116576,3,  0,  0,  0,255
401,0.497316940587611,0.471580049724587,0.391770333838607,0.367688719673188,3,  0,  0,  0,255
434,0.489627705425657,0.552183344874835,0.679624152033924,0.627030244865714,2,  0,  0,  0,255
31,0.585559316870979,0.585938618841321,1,0.708691750060939,2,  0,  0,  0,255
103,0.571618769390266,0.431954749250491,0.641309429359054,0.462294881617527,2,  0,  0,  0,255
786,0.383488971534398,0.55204847936942,0.526420869741208,0.703310364854402,2,  0,  0,  0,255
558,0.518230839410441,0.494491015107616,0.545443252980134,0.600392741289897,2,  0,  0,  0,255
208,0.619468010810049,0.465613726265564,0.367913923388396,0.535857741218654,3,  0,  0,  0,255
263,0.476730023036149,0.242419541697154,0.294214304482754,0.317795312941982,3,  0,  0,  0,255
545,0.390144902272633,0.554114317630144,0.551969910691485,0.31707729463702,1,  0,  0,  0,255
814,0.488632186687493,0.548473068810919,0.598620869971514,0.544565912591852,2,  0,  0,  0,255
224,0.471764496625206,0.801465001773708,0.230619061532971,0.285066555397432,1,  0,  0,  0,255
729,0.757137738095665,0.556602001757079,0.7607364502095,0.570260447562577,2,  0,  0,  0,255
792,0.511592535797895,0.729359808032352,0.492918304669222,0.803194619878292,2,  0,  0,  0,255
847,0.356998537899252,0.671330756623786,0.2967838630002,0.689980369622312,1,  0,  0,  0,255
582,0.451085102867181,0.464507869786093,0.505818623111822,0.509009626386413,3,  0,  0,  0,255
837,0.332374470004118,0.605206240860268,0.299234670567688,0.570073085485506,1,  0,  0,  0,255
89,0.384957975003433,0.615731644204925,0.569544623058589,0.455284777444746,3,  0,  0,  0,255
470,0.47120115455526,0.568542332070538,0.515442066863545,0.38879116411105,3,  0,  0,  0,255
159,0.227532091460614,0.491082127965165,0.616846507903731,0.480046033170773,2,  0,  0,  0,255
125,0.504236485253526,0.620758090342556,0.341074413726979,0.348578263216492,1,  0,  0,  0,255
73,0.558196076830053,0.580362723469546,0.772734367701161,0.37074033318141,2,  0,  0,  0,255
481,0.465423324901994,0.0956866470016313,0.40679052213814,0.364341065798817,3,  0,  0,  0,255
186,0.485801814781045,0.571907852921001,0.656527639218524,0.465084500998666,3,  0,  0,  0,255
194,0.464590985514681,0.715400806822986,0.623505782795633,0.296506283070505,3,  0,  0,  0,255
133,0.49098776793388,0.545144562225887,0.492527032480212,0.302301205064412,3,  0,  0,  0,255
216,0.341538879193948,0.689139481396165,0.313947967204992,0.0554640228494261,1,  0,  0,  0,255
302,0.35131530227746,0.466133527316704,0.75659427100265,0.609222607123528,2,  0,  0,  0,255
594,0.391035982624837,0.5060606049781,0.252295561076908,0.347764897178982,1,  0,  0,  0,255
4,0.776652460655474,0.508722549943229,0.636765579959788,0.884463692097697,2,  0,  0,  0,255
696,0.462489579030046,0.574843966612194,0.598097474194462,0.467446786146712,2,  0,  0,  0,255
27,0.351558672094453,0.471078171657255,0.484457781722668,0.465327880284495,3,  0,  0,  0,255
86,0.456935156021441,0.627141208665932,0.463793646789999,0.436216053349705,1,  0,  0,  0,255
511,0.622123991051177,0.585600010767443,0.595529457734263,0.556500159127615,3,  0,  0,  0,255
30,0.250769999770433,0.246257685564855,0.554654442141316,0.250035519333462,1,  0,  0,  0,255
2,0.467875498742323,0.354330420391775,0.811616089668924,0.791224973337769,2,  0,  0,  0,255
157,0.311418215897251,0.815466055340937,0.461067605838411,0.127148601281908,1,  0,  0,  0,255
421,0.0610318174675915,0.578566970827637,0.415439619568913,0.497097890105147,1,  0,  0,  0,255
84,0.288050097667663,0.603779721475967,0.473956164160065,0.408293823398121,1,  0,  0,  0,255
306,0.609160660124914,0.717767019513271,0.658847646609787,0.466371665220606,2,255,255,255,255
680,0.529984564540003,0.259701986505776,0.713236370428095,0.599667787553344,2,255,255,255,255
520,0.523832930184412,0.280965104304521,0.475646820922854,0.664575850832531,2,255,255,255,255
141,0.665431971672795,0.564869780586959,0.595988109988553,0.647141561667519,2,255,255,255,255
333,0.38423523413929,0.393451137612606,0.35374602257571,0.490884331518388,3,255,255,255,255
79,0.394958195117346,0.573941181758069,0.47909415185512,0.482692687135969,1,255,255,255,255
329,0.379547939481265,0.336620415913508,0.513244088449273,0.371014590947446,3,255,255,255,255
435,0.340442109787937,0.531701289784102,0.428497733548711,0.263063274708555,1,255,255,255,255
494,0.399838963281965,0.723970982186633,0.360579795431311,0.363912482919624,1,255,255,255,255
174,0.237045747121451,0.634643421316079,0.290655319025696,0.304283101011114,1,255,255,255,255
19,0.280941744097911,0.701457492994213,0.179633295116853,0.141182650710004,1,255,255,255,255
492,0.525484899817774,0.667703334928143,0.38071658334556,0.455844542873174,3,255,255,255,255
180,0.486970169245438,0.511616615256168,0.365142044215338,0.171539182115941,1,255,255,255,255
237,0.450759319619685,0.542648674872433,0.795206599602992,0.739428522498545,2,255,255,255,255
90,0.314142877338655,0.421751401243335,0.690888954710246,0.435244948889736,2,255,255,255,255
472,0.681615025802372,0.529227465372872,0.625242409253234,0.615308220813404,2,255,255,255,255
128,0.512676685879371,0.41747377851891,0.678072186028185,0.796332370435532,2,255,255,255,255
819,0.323805347338963,0.505963196608317,0.496038328265934,0.659683588627049,3,255,255,255,255
36,0.4726032938231,0.427150545428078,0.590130190571671,0.356488232933229,2,255,255,255,255
338,0.369273934758988,0.744829588088999,0.653938587794334,0.67596111154192,3,255,255,255,255
197,0.600897867184238,0.411729584430756,0.717727297823534,0.53164055863869,2,255,255,255,255
609,0.160464693864071,0.696645964681708,0.408945031008708,0.21714665889308,1,255,255,255,255
230,0.252512821690625,0.479092832807019,0.658847086285541,0.330915224116206,3,255,255,255,255
143,0.424968992569728,0.240298712991126,0.338677867263318,0.0889244709798439,1,255,255,255,255
113,0.397258025900726,0.672984804977104,0.551664338357945,0.159367004364845,1,255,255,255,255
536,0.322303941310501,0.551658626195479,0.849211355279087,0.517090969391661,2,255,255,255,255
427,0.540806326662184,0.323365183976751,0.69060531885766,0.698480465345588,2,255,255,255,255
428,0.100944551550931,0.695564504633369,0.235668806847075,0.0644682675100268,1,255,255,255,255
777,0.541181068446675,0.37058102601562,0.791226444900159,0.482913218408053,2,255,255,255,255
575,0.524410382754166,0.400343415403412,0.749885949104632,0.762675952024329,2,255,255,255,255
71,0.554509599235025,0.630669395581239,0.592484226578355,0.61536431261308,3,255,255,255,255
447,0.306043528404527,0.531350036062993,0.266590003390818,0.307630003056821,1,255,255,255,255
608,0.587142135915082,0.420426309495717,0.561271078840507,0.627067543523131,3,255,255,255,255
131,0.753505139544567,0.511412986498271,0.684979440373718,0.501543665845033,2,255,255,255,255
272,0.365032200646103,0.524358156186876,0.328400136427494,0.325906187421919,1,255,255,255,255
369,0.406879646795071,0.46449025942385,0.538145857229039,0.600827087909952,3,255,255,255,255
47,0.229009904869425,0.567313298418331,0.373743419067508,0.329635881125682,1,255,255,255,255
206,0.440696347455509,0.408872197001067,0.541966047925496,0.569011163528888,2,255,255,255,255
389,0.389927680051361,0.402729285586075,0.474254675734824,0.419319496999229,3,255,255,255,255
287,0.339500814124519,0.336980741854226,0.492441010056374,0.345592010696837,3,255,255,255,255
570,0.614899403878335,0.779152574942218,0.428717471777378,0.792409760715315,2,255,255,255,255
219,0.4315007990246,0.349554897239567,0.468936452832266,0.19441331044345,3,255,255,255,255
598,0.364816545613197,0.811582538830446,0.332545676426889,0.161254939842023,1,255,255,255,255
296,0.373305087106536,0.769033404249451,0.540549143837801,0.495465570851785,1,255,255,255,255
193,0.514716605028793,0.446317802784173,0.622488926862652,0.782699035236913,2,255,255,255,255
553,0.250293155028689,0.408878183063338,0.456618237584415,0.466024154070631,3,255,255,255,255
409,0.22479754414282,0.606908116591905,0.446721296121142,0.412232574908162,1,255,255,255,255
515,0.227947796834575,0.501056352063739,0.47111951573171,0.698964674530999,3,255,255,255,255
700,0.232300678107884,0.425966947067856,0.577818674171586,0.733815877405728,2,255,255,255,255
610,0.430801386654867,0.533613911041066,0.52856040375684,0.368148044394845,2,255,255,255,255
342,0.326294771633135,0.514599086183368,0.381655095305048,0.420199005042207,1,255,255,255,255
616,0.251932063401181,0.649030781978706,0.164320578064573,0.300658588525232,1,255,255,255,255
534,0.469019920918432,0.621063104987045,0.641630555346056,0.598485464455622,3,255,255,255,255
540,0.505597006585418,0.451094372525746,0.683993598134633,0.792071758418939,2,255,255,255,255
625,0.395575694074483,0.798590207275305,0.330821888926552,0.204003855076247,1,255,255,255,255
716,0.371422125604839,0.508111190483182,0.591120010498217,0.578714045581121,3,255,255,255,255
631,0.385218947270804,0.712219552016298,0.391880434255483,0.417344313262275,1,255,255,255,255
721,0.173606950698406,0.589612866803474,0.36343854587465,0.614157748279874,1,255,255,255,255
168,0.58617729942097,0.469534272129438,0.764311802962993,0.280853694255432,2,255,255,255,255
727,0.194654933696276,0.456840093042095,0.414883609809688,0.288053253292786,1,255,255,255,255
641,0.62237146838981,0.385204012519458,0.308994719987491,0.295509467028527,1,255,255,255,255
39,0.343349605823947,0.397450025811909,0.478876024051957,0.621822882739023,2,255,255,255,255
651,0.38105751288641,0.704168229083991,0.514749046709786,0.436536954316756,3,255,255,255,255
458,0.498438330250451,0.653783418865064,0.378706556211816,0.708980790809788,3,255,255,255,255
733,0.521236891790302,0.608728197979895,0.946612014442891,0.676992586402129,2,255,255,255,255
346,0.528986840734271,0.496138866847078,0.716996937510704,0.332592214669907,3,255,255,255,255
662,0.403727215982586,0.364366452179456,0.60900401788785,0.487301150879393,3,255,255,255,255
58,0.411662694545413,0.454075466057003,0.408097153464805,0.432921140647324,3,255,255,255,255
162,0.390769160066557,0.801720579003866,0.205236325523118,0.1278768795129,1,255,255,255,255
161,0.31527603263282,0.587052765711146,0.44618931685271,0.800853256021534,2,255,255,255,255
669,0.515397179036443,0.561785765753445,0.528818427514689,0.37350165713015,2,255,255,255,255
632,0.502229029456592,0.504398928842993,0.263548964661225,0.121686692610616,1,255,255,255,255
266,0.489132393426023,0.481303983644696,0.482691351955403,0.460080681564291,3,255,255,255,255
367,0.559825074545736,0.649087667643161,0.759295382870926,0.6569434116684,2,255,255,255,255
750,0.55466242682781,0.20867584728205,0.653854520105204,0.408937466058771,3,255,255,255,255
751,0.41777614326609,0.352430107699366,0.604264405325948,0.409190259300208,2,255,255,255,255
753,0.4223219616419,0.673089184204004,0.829372495360191,0.577836162437327,2,255,255,255,255
85,0.415109696469884,0.434616039221571,0.707469245394493,0.526318896345777,2,255,255,255,255
177,0.518559889079194,0.80851369252322,0.323920617574626,0.574505471053303,1,255,255,255,255
685,0.406833538200784,0.455310286883065,0.287007520394319,0.641680544285869,2,255,255,255,255
506,0.517631728967859,0.347566179990779,0.427275226920654,0.625824115693785,3,255,255,255,255
88,0.534266353318985,0.569504491651196,0.506610931621657,0.268315465668297,1,255,255,255,255
690,0.405703061928111,0.623272926127548,0.298568523921478,0.161126998606495,1,255,255,255,255
397,0.430797000128745,0.444787216681147,0.630183658011218,0.611012509975638,3,255,255,255,255
779,0.516003696332363,0.527507893305496,0.354857429522759,0.760431799466429,2,255,255,255,255
722,0.577809111220461,0.500339458577735,0.756629120747743,0.854948971266,3,255,255,255,255
607,0.755297508536273,0.47593215500306,0.965568532709348,0.63593459717572,2,255,255,255,255
897,0.670199535580996,0.768468673877756,0.737274347981344,0.608383955044931,2,255,255,255,255
793,0.36186670611713,0.56567995318703,0.419226551802626,0.519361225749639,1,255,255,255,255
797,0.664432457376306,0.358839894030616,0.666816451154938,0.540097313395766,3,255,255,255,255
25,0.390712128596071,0.335069397262571,0.55610946180221,0.784216580420327,2,255,255,255,255
528,0.408238496854725,0.740913672936105,0.348937130186813,0.348661462878935,1,255,255,255,255
734,0.528535614040682,0.589139766321234,0.65121662365694,0.412175666298929,2,255,255,255,255
714,0.440998158586294,0.234051325288574,0.57691167928042,0.509368007818419,3,255,255,255,255
812,0.32017540634281,0.691928684606498,0.564493621417548,0.48949107144955,2,255,255,255,255
542,0.310462032293472,0.567680755701804,0.194400109160664,0.26456226761822,1,255,255,255,255
547,0.489446322959167,0.415484974895776,0.825952917971847,0.503475489639358,2,255,255,255,255
817,0.320364231231399,0.212537769776485,0.592558789003902,0.343989894496524,3,255,255,255,255
674,0.613364526946671,0.489437893638353,0.580807995035686,0.59984603035508,2,255,255,255,255
820,0.626614562903031,0.389804773256075,0.620758044689652,0.712548831421841,2,255,255,255,255
482,0.367419375531377,0.5752290600318,0.474941758361671,0.44840179504528,2,255,255,255,255
647,0.514430343062315,0.308410980057571,0.533296409696334,0.450842698766919,3,255,255,255,255
731,0.540087633861001,0.481532082645163,0.717479576030989,0.694783960112138,2,255,255,255,255
836,0.346283448303866,0.158741862438719,0.714987024227786,0.322675746420298,3,255,255,255,255
559,0.515984556829106,0.491496693673681,0.9014667584894,0.448063549643202,2,255,255,255,255
